index,date,home_team,away_team,result,pso,competition,neutral_pitch
3712,2022-06-14,KUW,JOR,0:3,,AFC Nations Cup 2023 Q,False
3713,2022-06-14,MNG,YEM,2:0,,AFC Nations Cup 2023 Q,False
3714,2022-06-14,PLE,PHI,4:0,,AFC Nations Cup 2023 Q,True
3715,2022-06-14,MDV,SRI,1:0,,AFC Nations Cup 2023 Q,True
3716,2022-06-14,AFG,CAM,2:2,,AFC Nations Cup 2023 Q,True
3717,2022-06-14,UZB,THA,2:0,,AFC Nations Cup 2023 Q,False
3718,2022-06-14,BER,MSR,3:0,,CONCACAF Nations League 2023,False
3719,2022-06-14,MAS,BAN,4:1,,AFC Nations Cup 2023 Q,False
3720,2022-06-14,KGZ,TJK,0:0,,AFC Nations Cup 2023 Q,False
3721,2022-06-14,MYA,SIN,2:6,,AFC Nations Cup 2023 Q,True
3722,2022-06-14,JAM,MEX,1:1,,CONCACAF Nations League 2023,False
3723,2022-06-14,SLV,USA,1:1,,CONCACAF Nations League 2023,False
3724,2022-06-14,IND,HKG,4:0,,AFC Nations Cup 2023 Q,False
3725,2022-07-05,ANG,COM,3:1,,COSAFA Cup 2022,True
3726,2022-07-05,BOT,SEY,1:0,,COSAFA Cup 2022,True
3727,2022-07-06,SWZ,MRI,3:0,,COSAFA Cup 2022,True
3728,2022-07-06,LES,MWI,2:1,,COSAFA Cup 2022,True
3729,2022-07-07,BOT,COM,1:0,,COSAFA Cup 2022,True
3730,2022-07-07,ANG,SEY,3:0,,COSAFA Cup 2022,True
3731,2022-07-08,SWZ,MWI,1:1,,COSAFA Cup 2022,True
3732,2022-07-08,LES,MRI,2:1,,COSAFA Cup 2022,True
3733,2022-07-10,ANG,BOT,0:1,,COSAFA Cup 2022,True
3734,2022-07-10,COM,SEY,2:1,,COSAFA Cup 2022,True
3735,2022-07-10,SWZ,LES,2:0,,COSAFA Cup 2022,True
3736,2022-07-10,MWI,MRI,2:0,,COSAFA Cup 2022,True
3737,2022-07-12,MAD,NAM,0:2,,COSAFA Cup 2022,True
3738,2022-07-12,ZAM,BOT,1:1,5:4,COSAFA Cup 2022,True
3739,2022-07-13,RSA,MOZ,0:0,4:5,COSAFA Cup 2022,False
3740,2022-07-13,SEN,SWZ,1:1,10:9,COSAFA Cup 2022,True
3741,2022-07-15,BOT,SWZ,2:0,,COSAFA Cup 2022,True
3742,2022-07-15,RSA,MAD,2:1,,COSAFA Cup 2022,False
3743,2022-07-15,MOZ,NAM,0:1,,COSAFA Cup 2022,True
3744,2022-07-15,ZAM,SEN,4:3,,COSAFA Cup 2022,True
3745,2022-07-16,PHI,TLS,4:1,,Friendly 2022,True
3746,2022-07-17,ZAM,NAM,1:0 a.e.t.,,COSAFA Cup 2022,True
3747,2022-07-17,SEN,MOZ,1:1,4:2,COSAFA Cup 2022,True
3748,2022-07-17,RSA,BOT,2:1,,COSAFA Cup 2022,False
3749,2022-07-19,JPN,HKG,6:0,,East Asian Championship 2022,False
3750,2022-07-20,KOR,CHN,3:0,,East Asian Championship 2022,True
3751,2022-07-22,COM,RSA,0:1,,African Nations Championship 2023 Q,False
3752,2022-07-22,ETH,SSD,0:0,,African Nations Championship 2023 Q,False
3753,2022-07-23,SOM,TAN,0:1,,African Nations Championship 2023 Q,False
3754,2022-07-23,SWZ,BOT,0:0,,African Nations Championship 2023 Q,True
3755,2022-07-23,MAD,SEY,1:0,,African Nations Championship 2023 Q,True
3756,2022-07-23,GAM,GNB,1:0,,African Nations Championship 2023 Q,False
3757,2022-07-24,JPN,CHN,0:0,,East Asian Championship 2022,False
3758,2022-07-24,GHA,BEN,3:0,,African Nations Championship 2023 Q,False
3759,2022-07-24,SLE,CPV,2:0,,African Nations Championship 2023 Q,False
3760,2022-07-24,KOR,HKG,3:0,,East Asian Championship 2022,True
3761,2022-07-24,MOZ,ZAM,0:0,,African Nations Championship 2023 Q,False
3762,2022-07-24,MRI,ANG,0:2,,African Nations Championship 2023 Q,False
3763,2022-07-24,BDI,DJI,2:1,,African Nations Championship 2023 Q,False
3764,2022-07-24,SEN,LBR,3:0,,African Nations Championship 2023 Q,False
3765,2022-07-26,GNB,GAM,1:0,5:3,African Nations Championship 2023 Q,False
3766,2022-07-27,CPV,SLE,2:1,,African Nations Championship 2023 Q,False
3767,2022-07-27,CHN,HKG,1:0,,East Asian Championship 2022,True
3768,2022-07-27,JPN,KOR,3:0,,East Asian Championship 2022,False
3769,2022-07-28,SSD,ETH,0:5,,African Nations Championship 2023 Q,False
3770,2022-07-29,DJI,BDI,2:1,4:2,African Nations Championship 2023 Q,False
3771,2022-07-30,TAN,SOM,2:1,,African Nations Championship 2023 Q,False
3772,2022-07-30,ANG,MRI,1:0,,African Nations Championship 2023 Q,False
3773,2022-07-30,MOZ,ZAM,1:0,,African Nations Championship 2023 Q,False
3774,2022-07-30,LBR,SEN,2:1,,African Nations Championship 2023 Q,False
3775,2022-07-30,GHA,BEN,1:0,,African Nations Championship 2023 Q,True
3776,2022-07-30,RSA,COM,0:0,,African Nations Championship 2023 Q,False
3777,2022-07-31,MAD,SEY,3:0,,African Nations Championship 2023 Q,False
3778,2022-07-31,SWZ,BOT,2:2,,African Nations Championship 2023 Q,False
3779,2022-08-15,MLI,MTN,0:1,,Friendly 2022,True
3780,2022-08-18,MLI,MTN,1:1,,Friendly 2022,True
3781,2022-08-20,MAR,QAT,2:2,,Friendly 2022,True
3782,2022-08-23,GHA,QAT,1:2,,Friendly 2022,True
3783,2022-08-23,MAR,JAM,3:0,,Friendly 2022,True
3784,2022-08-26,DJI,SDN,1:4,,African Nations Championship 2023 Q,False
3785,2022-08-26,RWA,ETH,0:0,,African Nations Championship 2023 Q,False
3786,2022-08-26,JAM,QAT,1:1,,Friendly 2022,True
3787,2022-08-27,BOT,MAD,0:1,,African Nations Championship 2023 Q,False
3788,2022-08-27,MOZ,MWI,1:1,,African Nations Championship 2023 Q,True
3789,2022-08-27,GUI,SEN,0:1,,African Nations Championship 2023 Q,False
3790,2022-08-27,SLE,MLI,1:2,,African Nations Championship 2023 Q,False
3791,2022-08-27,CIV,BFA,0:0,,African Nations Championship 2023 Q,False
3792,2022-08-28,NGA,GHA,0:2,,African Nations Championship 2023 Q,False
3793,2022-08-28,ANG,RSA,2:0,,African Nations Championship 2023 Q,False
3794,2022-08-28,EQG,CMR,1:0,,African Nations Championship 2023 Q,False
3795,2022-08-28,TOG,NIG,1:0,,African Nations Championship 2023 Q,False
3796,2022-08-28,CTA,CGO,2:1,,African Nations Championship 2023 Q,False
3797,2022-08-28,UGA,TAN,1:0,,African Nations Championship 2023 Q,False
3798,2022-08-28,CHA,COD,1:2,,African Nations Championship 2023 Q,False
3799,2022-08-29,GNB,MTN,0:1,,African Nations Championship 2023 Q,False
3800,2022-08-31,MEX,PAR,0:1,,Friendly 2022,True
3801,2022-09-02,MTN,GNB,1:0,,African Nations Championship 2023 Q,False
3802,2022-09-02,SEN,GUI,0:1,5:3,African Nations Championship 2023 Q,False
3803,2022-09-02,SDN,DJI,3:2,,African Nations Championship 2023 Q,False
3804,2022-09-02,MAD,BOT,1:1,,African Nations Championship 2023 Q,False
3805,2022-09-03,ETH,RWA,1:0,,African Nations Championship 2023 Q,False
3806,2022-09-03,TAN,UGA,0:3,,African Nations Championship 2023 Q,False
3807,2022-09-03,CMR,EQG,2:0,,African Nations Championship 2023 Q,False
3808,2022-09-03,MLI,SLE,2:0,,African Nations Championship 2023 Q,False
3809,2022-09-03,NIG,TOG,3:1,,African Nations Championship 2023 Q,False
3810,2022-09-03,GHA,NGA,0:2,5:4,African Nations Championship 2023 Q,False
3811,2022-09-04,CGO,CTA,1:0,,African Nations Championship 2023 Q,False
3812,2022-09-04,COD,CHA,5:0,,African Nations Championship 2023 Q,False
3813,2022-09-04,MWI,MOZ,0:0,,African Nations Championship 2023 Q,True
3814,2022-09-04,RSA,ANG,1:4,,African Nations Championship 2023 Q,False
3815,2022-09-04,CIV,BFA,0:0,5:3,African Nations Championship 2023 Q,False
3816,2022-09-21,SCO,UKR,3:0,,UEFA Nations League 2023,False
3817,2022-09-21,NCL,SOL,0:1,,Melanesian Cup 2022,True
3818,2022-09-21,SMR,SEY,0:0,,Friendly 2022,False
3819,2022-09-21,LBY,UGA,0:0,,Friendly 2022,False
3820,2022-09-21,VIE,SIN,4:0,,Friendly 2022,False
3821,2022-09-21,BRU,MDV,0:3,,Friendly 2022,False
3822,2022-09-21,HKG,MYA,2:0,,Friendly 2022,False
3823,2022-09-22,BEL,WAL,2:1,,UEFA Nations League 2023,False
3824,2022-09-22,LVA,MDA,1:2,,UEFA Nations League 2023,False
3825,2022-09-22,SVK,AZE,1:2,,UEFA Nations League 2023,False
3826,2022-09-22,KAZ,BLR,2:1,,UEFA Nations League 2023,False
3827,2022-09-22,TUR,LUX,3:3,,UEFA Nations League 2023,False
3828,2022-09-22,LTU,FRO,1:1,,UEFA Nations League 2023,False
3829,2022-09-22,POL,NED,0:2,,UEFA Nations League 2023,False
3830,2022-09-22,FRA,AUT,2:0,,UEFA Nations League 2023,False
3831,2022-09-22,THA,MAS,1:1,3:5,Friendly 2022,False
3832,2022-09-22,VEN,ISL,0:1,,Friendly 2022,True
3833,2022-09-22,TUN,COM,1:0,,Friendly 2022,True
3834,2022-09-22,SUR,NCA,2:1,,Friendly 2022,True
3835,2022-09-22,CAM,BAN,0:1,,Friendly 2022,False
3836,2022-09-22,AUS,NZL,1:0,,Friendly 2022,False
3837,2022-09-22,TJK,TRI,2:1,,Friendly 2022,True
3838,2022-09-22,LIE,AND,0:2,,UEFA Nations League 2023,False
3839,2022-09-22,CRO,DEN,2:1,,UEFA Nations League 2023,False
3840,2022-09-23,PAR,UAE,1:0,,Friendly 2022,True
3841,2022-09-23,KSA,ECU,0:0,,Friendly 2022,True
3842,2022-09-23,MLI,ZAM,1:0,,Friendly 2022,False
3843,2022-09-23,MAR,CHI,2:0,,Friendly 2022,True
3844,2022-09-23,GER,HUN,0:1,,UEFA Nations League 2023,False
3845,2022-09-23,KOR,CRC,2:2,,Friendly 2022,False
3846,2022-09-23,BIH,MNE,1:0,,UEFA Nations League 2023,False
3847,2022-09-23,FIN,ROU,1:1,,UEFA Nations League 2023,False
3848,2022-09-23,BUL,GIB,5:1,,UEFA Nations League 2023,False
3849,2022-09-23,GEO,MKD,2:0,,UEFA Nations League 2023,False
3850,2022-09-23,ITA,ENG,1:0,,UEFA Nations League 2023,False
3851,2022-09-23,JPN,USA,2:0,,Friendly 2022,True
3852,2022-09-23,EST,MLT,2:1,,UEFA Nations League 2023,False
3853,2022-09-23,EQG,RWA,0:0,,Friendly 2022,True
3854,2022-09-23,EGY,NIG,3:0,,Friendly 2022,False
3855,2022-09-23,IRQ,OMA,1:1,3:4,Friendly 2022,True
3856,2022-09-23,JOR,SYR,2:0,,Friendly 2022,False
3857,2022-09-23,ALG,GUI,1:0,,Friendly 2022,False
3858,2022-09-23,ARG,HON,3:0,,Friendly 2022,True
3859,2022-09-23,IRN,URU,1:0,,Friendly 2022,True
3860,2022-09-23,BRA,GHA,3:0,,Friendly 2022,True
3861,2022-09-23,CMR,UZB,0:2,,Friendly 2022,True
3862,2022-09-23,CAN,QAT,2:0,,Friendly 2022,True
3863,2022-09-23,COD,BFA,0:1,,Friendly 2022,True
3864,2022-09-23,BHR,CPV,1:2,,Friendly 2022,False
3865,2022-09-24,VAN,PNG,0:1,,Melanesian Cup 2022,False
3866,2022-09-24,NIR,KOS,2:1,,UEFA Nations League 2023,False
3867,2022-09-24,CYP,GRE,1:0,,UEFA Nations League 2023,False
3868,2022-09-24,SVN,NOR,2:1,,UEFA Nations League 2023,False
3869,2022-09-24,SRB,SWE,4:1,,UEFA Nations League 2023,False
3870,2022-09-24,ISR,ALB,2:1,,UEFA Nations League 2023,False
3871,2022-09-24,SCO,IRL,2:1,,UEFA Nations League 2023,False
3872,2022-09-24,ARM,UKR,0:5,,UEFA Nations League 2023,False
3873,2022-09-24,ESP,SUI,1:2,,UEFA Nations League 2023,False
3874,2022-09-24,CZE,POR,0:4,,UEFA Nations League 2023,False
3875,2022-09-24,RSA,SLE,4:0,,Friendly 2022,False
3876,2022-09-24,FIJ,SOL,2:2,,Melanesian Cup 2022,True
3877,2022-09-24,MEX,PER,1:0,,Friendly 2022,True
3878,2022-09-24,SEN,BOL,2:0,,Friendly 2022,True
3879,2022-09-24,LAO,MDV,1:3,,Friendly 2022,True
3880,2022-09-24,TAN,UGA,1:0,,Friendly 2022,True
3881,2022-09-24,SIN,IND,1:1,,Friendly 2022,True
3882,2022-09-24,COL,GUA,4:1,,Friendly 2022,True
3883,2022-09-24,BEN,MTN,0:1,,Friendly 2022,True
3884,2022-09-24,CIV,TOG,2:1,,Friendly 2022,True
3885,2022-09-24,GRN,VIN,1:3,,Friendly 2022,False
3886,2022-09-24,HKG,MYA,0:0,,Friendly 2022,False
3887,2022-09-24,IDN,CUW,3:2,,Friendly 2022,False
3888,2022-09-24,CGO,MAD,3:3,,Friendly 2022,True
3889,2022-09-25,LUX,LTU,1:0,,UEFA Nations League 2023,False
3890,2022-09-25,MDA,LIE,2:0,,UEFA Nations League 2023,False
3891,2022-09-25,AND,LVA,1:1,,UEFA Nations League 2023,False
3892,2022-09-25,SVK,BLR,1:1,,UEFA Nations League 2023,False
3893,2022-09-25,AZE,KAZ,3:0,,UEFA Nations League 2023,False
3894,2022-09-25,FRO,TUR,2:1,,UEFA Nations League 2023,False
3895,2022-09-25,NZL,AUS,0:2,,Friendly 2022,False
3896,2022-09-25,NED,BEL,1:0,,UEFA Nations League 2023,False
3897,2022-09-25,DEN,FRA,2:0,,UEFA Nations League 2023,False
3898,2022-09-25,AUT,CRO,1:3,,UEFA Nations League 2023,False
3899,2022-09-25,THA,TRI,2:1,,Friendly 2022,False
3900,2022-09-25,TJK,MAS,0:0,3:0,Friendly 2022,True
3901,2022-09-25,WAL,POL,0:1,,UEFA Nations League 2023,False
3902,2022-09-26,ROU,BIH,4:1,,UEFA Nations League 2023,False
3903,2022-09-26,SMR,EST,0:4,,UEFA Nations League 2023,False
3904,2022-09-26,MKD,BUL,0:1,,UEFA Nations League 2023,False
3905,2022-09-26,GIB,GEO,1:2,,UEFA Nations League 2023,False
3906,2022-09-26,MNE,FIN,0:2,,UEFA Nations League 2023,False
3907,2022-09-26,SYR,IRQ,0:1,,Friendly 2022,True
3908,2022-09-26,ENG,GER,3:3,,UEFA Nations League 2023,False
3909,2022-09-26,JOR,OMA,1:0,,Friendly 2022,False
3910,2022-09-26,HUN,ITA,0:2,,UEFA Nations League 2023,False
3911,2022-09-26,ETH,SDN,2:2,,Friendly 2022,False
3912,2022-09-27,MEX,COL,2:3,,Friendly 2022,True
3913,2022-09-27,NEP,BAN,3:1,,Friendly 2022,False
3914,2022-09-27,NCA,GHA,0:1,,Friendly 2022,True
3915,2022-09-27,PAR,MAR,0:0,,Friendly 2022,True
3916,2022-09-27,PER,SLV,4:1,,Friendly 2022,True
3917,2022-09-27,KSA,USA,0:0,,Friendly 2022,True
3918,2022-09-27,SEN,IRN,1:1,,Friendly 2022,True
3919,2022-09-27,RSA,BOT,1:0,,Friendly 2022,False
3920,2022-09-27,KOS,CYP,5:1,,UEFA Nations League 2023,False
3921,2022-09-27,UAE,VEN,0:4,,Friendly 2022,True
3922,2022-09-27,MLT,ISR,2:1,,Friendly 2022,False
3923,2022-09-27,SUI,CZE,2:1,,UEFA Nations League 2023,False
3924,2022-09-27,IRL,ARM,3:2,,UEFA Nations League 2023,False
3925,2022-09-27,UKR,SCO,0:0,,UEFA Nations League 2023,True
3926,2022-09-27,ALB,ISL,1:1,,UEFA Nations League 2023,False
3927,2022-09-27,NOR,SRB,0:2,,UEFA Nations League 2023,False
3928,2022-09-27,SWE,SVN,1:1,,UEFA Nations League 2023,False
3929,2022-09-27,GRE,NIR,3:1,,UEFA Nations League 2023,False
3930,2022-09-27,PNG,FIJ,1:0,,Melanesian Cup 2022,True
3931,2022-09-27,POR,ESP,0:1,,UEFA Nations League 2023,False
3932,2022-09-27,IDN,CUW,2:1,,Friendly 2022,False
3933,2022-09-27,HON,GUA,2:1,,Friendly 2022,True
3934,2022-09-27,BRU,LAO,1:0,,Friendly 2022,False
3935,2022-09-27,EGY,LBR,3:0,,Friendly 2022,True
3936,2022-09-27,LBY,TAN,2:1,,Friendly 2022,False
3937,2022-09-27,VIE,IND,3:0,,Friendly 2022,False
3938,2022-09-27,ALG,NGA,2:1,,Friendly 2022,False
3939,2022-09-27,ARG,JAM,3:0,,Friendly 2022,True
3940,2022-09-27,BHR,PAN,0:2,,Friendly 2022,False
3941,2022-09-27,BEN,MAD,1:3,,Friendly 2022,True
3942,2022-09-27,KOR,CMR,1:0,,Friendly 2022,False
3943,2022-09-27,BRA,TUN,5:1,,Friendly 2022,True
3944,2022-09-27,CAN,URU,0:2,,Friendly 2022,True
3945,2022-09-27,CHI,QAT,2:2,,Friendly 2022,True
3946,2022-09-27,CGO,MTN,0:2,,Friendly 2022,True
3947,2022-09-27,COD,SLE,3:0,,Friendly 2022,True
3948,2022-09-27,CRC,UZB,2:1,,Friendly 2022,True
3949,2022-09-27,CIV,GUI,3:1,,Friendly 2022,True
3950,2022-09-27,ECU,JPN,0:0,,Friendly 2022,True
3951,2022-09-27,EQG,TOG,2:2,,Friendly 2022,True
3952,2022-09-27,BFA,COM,2:1,,Friendly 2022,True
3953,2022-10-13,QAT,NCA,2:1,,Friendly 2022,True
3954,2022-10-23,QAT,GUA,2:0,,Friendly 2022,True
3955,2022-10-27,QAT,HON,1:0,,Friendly 2022,True
3956,2022-10-30,KSA,HON,0:0,,Friendly 2022,True
3957,2022-11-05,QAT,PAN,2:1,,Friendly 2022,True
3958,2022-11-05,BRU,TLS,6:2,,South East Asian Championship 2022 Q,False
3959,2022-11-06,KSA,ISL,1:0,,Friendly 2022,True
3960,2022-11-08,BRU,TLS,0:1,,South East Asian Championship 2022 Q,False
3961,2022-11-09,CMR,JAM,1:1,,Friendly 2022,False
3962,2022-11-09,CRC,NGA,2:0,,Friendly 2022,False
3963,2022-11-09,MEX,IRQ,4:0,,Friendly 2022,True
3964,2022-11-09,QAT,ALB,1:0,,Friendly 2022,True
3965,2022-11-10,IRN,NCA,1:0,,Friendly 2022,False
3966,2022-11-10,KSA,PAN,1:1,,Friendly 2022,True
3967,2022-11-11,KOR,ISL,1:0,,Friendly 2022,False
3968,2022-11-11,BHR,CAN,2:2,,Friendly 2022,False
3969,2022-11-12,ECU,IRQ,0:0,,Friendly 2022,True
3970,2022-11-15,PAN,VEN,2:2,,Friendly 2022,True
3971,2022-11-16,NEP,PAK,1:0,,Friendly 2022,False
3972,2022-11-16,UZB,KAZ,2:0,,Friendly 2022,False
3973,2022-11-16,UAE,ARG,0:5,,Friendly 2022,False
3974,2022-11-16,TUR,SCO,2:1,,Friendly 2022,False
3975,2022-11-16,KSA,CRO,0:1,,Friendly 2022,False
3976,2022-11-16,POL,CHI,1:0,,Friendly 2022,False
3977,2022-11-16,PER,PAR,1:0,,Friendly 2022,False
3978,2022-11-16,OMA,GER,0:1,,Friendly 2022,False
3979,2022-11-16,NCA,SLV,1:0,,Friendly 2022,False
3980,2022-11-16,MDA,AZE,1:2,,Friendly 2022,False
3981,2022-11-16,CYP,BUL,0:2,,Friendly 2022,False
3982,2022-11-16,KOS,ARM,2:2,,Friendly 2022,False
3983,2022-11-16,LVA,EST,1:1,5:3,Friendly 2022,False
3984,2022-11-16,MEX,SWE,1:2,,Friendly 2022,True
3985,2022-11-16,ALB,ITA,1:3,,Friendly 2022,False
3986,2022-11-16,ALG,MLI,1:1,,Friendly 2022,False
3987,2022-11-16,LTU,ISL,0:0,5:6,Friendly 2022,False
3988,2022-11-16,CIV,BDI,4:0,,Friendly 2022,True
3989,2022-11-16,CZE,FRO,5:0,,Friendly 2022,False
3990,2022-11-16,GIB,LIE,2:0,,Friendly 2022,False
3991,2022-11-16,AUT,AND,1:0,,Friendly 2022,True
3992,2022-11-17,POR,NGA,4:0,,Friendly 2022,False
3993,2022-11-17,TJK,RUS,0:0,,Friendly 2022,False
3994,2022-11-17,SYR,BLR,0:1,,Friendly 2022,True
3995,2022-11-17,LCA,SMR,1:1,,Friendly 2022,False
3996,2022-11-17,RSA,MOZ,2:1,,Friendly 2022,False
3997,2022-11-17,ROU,SVN,1:2,,Friendly 2022,False
3998,2022-11-17,IRL,NOR,1:2,,Friendly 2022,False
3999,2022-11-17,MKD,FIN,1:1,,Friendly 2022,False
4000,2022-11-17,SUI,GHA,0:2,,Friendly 2022,True
4001,2022-11-17,MNE,SVK,2:2,,Friendly 2022,False
4002,2022-11-17,CAN,JPN,2:1,,Friendly 2022,True
4003,2022-11-17,MAR,GEO,3:0,,Friendly 2022,True
4004,2022-11-17,GAB,GNB,3:1,,Friendly 2022,True
4005,2022-11-17,ANG,BOT,1:0,,Friendly 2022,True
4006,2022-11-17,LBY,NIG,3:2,,Friendly 2022,True
4007,2022-11-17,LUX,HUN,2:2,,Friendly 2022,False
4008,2022-11-17,MLT,GRE,2:2,,Friendly 2022,False
4009,2022-11-17,ISR,ZAM,4:2,,Friendly 2022,False
4010,2022-11-18,BHR,SRB,1:5,,Friendly 2022,False
4011,2022-11-18,BEL,EGY,1:2,,Friendly 2022,True
4012,2022-11-18,CMR,PAN,1:1,,Friendly 2022,True
4013,2022-11-19,KUW,LIB,2:0,,Friendly 2022,True
4014,2022-11-19,UAE,KAZ,2:1,,Friendly 2022,False
4015,2022-11-19,TUR,CZE,2:1,,Friendly 2022,False
4016,2022-11-19,SWE,ALG,2:0,,Friendly 2022,False
4017,2022-11-19,PER,BOL,1:0,,Friendly 2022,False
4018,2022-11-19,KOS,FRO,1:1,,Friendly 2022,False
4019,2022-11-19,CIV,BFA,1:2,,Friendly 2022,True
4020,2022-11-19,GIB,AND,1:0,,Friendly 2022,False
4021,2022-11-19,COL,PAR,2:0,,Friendly 2022,True
4022,2022-11-19,ALB,ARM,2:0,,Friendly 2022,False
4023,2022-11-19,LVA,ISL,1:1,7:8,Friendly 2022,False
4024,2022-11-19,EST,LTU,2:0,,Friendly 2022,False
4025,2022-11-19,GUA,NCA,3:1,,Friendly 2022,True
4026,2022-11-20,NOR,FIN,1:1,,Friendly 2022,False
4027,2022-11-20,SYR,VEN,1:2,,Friendly 2022,True
4028,2022-11-20,RSA,ANG,1:1,,Friendly 2022,False
4029,2022-11-20,SVN,MNE,1:0,,Friendly 2022,False
4030,2022-11-20,UZB,RUS,0:0,,Friendly 2022,False
4031,2022-11-20,SVK,CHI,0:0,,Friendly 2022,False
4032,2022-11-20,OMA,BLR,2:0,,Friendly 2022,True
4033,2022-11-20,MKD,AZE,1:3,,Friendly 2022,False
4034,2022-11-20,GAM,GNB,0:0,,Friendly 2022,True
4035,2022-11-20,MLT,IRL,0:1,,Friendly 2022,False
4036,2022-11-20,LUX,BUL,0:0,,Friendly 2022,False
4037,2022-11-20,ISR,CYP,2:3,,Friendly 2022,False
4038,2022-11-20,HUN,GRE,2:1,,Friendly 2022,False
4039,2022-11-20,GAB,NIG,3:1,,Friendly 2022,True
4040,2022-11-20,AUT,ITA,2:0,,Friendly 2022,False
4041,2022-11-20,QAT,ECU,0:2,,FIFA World Cup 2022,False
4042,2022-11-20,MDA,ROU,0:5,,Friendly 2022,False
4043,2022-11-21,SEN,NED,0:2,,FIFA World Cup 2022,True
4044,2022-11-21,ENG,IRN,6:2,,FIFA World Cup 2022,True
4045,2022-11-21,USA,WAL,1:1,,FIFA World Cup 2022,True
4046,2022-11-22,FRA,AUS,4:1,,FIFA World Cup 2022,True
4047,2022-11-22,DEN,TUN,0:0,,FIFA World Cup 2022,True
4048,2022-11-22,ARG,KSA,1:2,,FIFA World Cup 2022,True
4049,2022-11-22,MEX,POL,0:0,,FIFA World Cup 2022,True
4050,2022-11-23,GER,JPN,1:2,,FIFA World Cup 2022,True
4051,2022-11-23,ESP,CRC,7:0,,FIFA World Cup 2022,True
4052,2022-11-23,BEL,CAN,1:0,,FIFA World Cup 2022,True
4053,2022-11-23,MAR,CRO,0:0,,FIFA World Cup 2022,True
4054,2022-11-24,URU,KOR,0:0,,FIFA World Cup 2022,True
4055,2022-11-24,BRA,SRB,2:0,,FIFA World Cup 2022,True
4056,2022-11-24,SUI,CMR,1:0,,FIFA World Cup 2022,True
4057,2022-11-24,POR,GHA,3:2,,FIFA World Cup 2022,True
4058,2022-11-25,ENG,USA,0:0,,FIFA World Cup 2022,True
4059,2022-11-25,WAL,IRN,0:2,,FIFA World Cup 2022,True
4060,2022-11-25,NED,ECU,1:1,,FIFA World Cup 2022,True
4061,2022-11-25,QAT,SEN,1:3,,FIFA World Cup 2022,False
4062,2022-11-26,ARG,MEX,2:0,,FIFA World Cup 2022,True
4063,2022-11-26,POL,KSA,2:0,,FIFA World Cup 2022,True
4064,2022-11-26,FRA,DEN,2:1,,FIFA World Cup 2022,True
4065,2022-11-26,TUN,AUS,0:1,,FIFA World Cup 2022,True
4066,2022-11-27,JPN,CRC,0:1,,FIFA World Cup 2022,True
4067,2022-11-27,ESP,GER,1:1,,FIFA World Cup 2022,True
4068,2022-11-27,BEL,MAR,0:2,,FIFA World Cup 2022,True
4069,2022-11-27,CRO,CAN,4:1,,FIFA World Cup 2022,True
4070,2022-11-28,POR,URU,2:0,,FIFA World Cup 2022,True
4071,2022-11-28,KOR,GHA,2:3,,FIFA World Cup 2022,True
4072,2022-11-28,CMR,SRB,3:3,,FIFA World Cup 2022,True
4073,2022-11-28,BRA,SUI,1:0,,FIFA World Cup 2022,True
4074,2022-11-29,ECU,SEN,1:2,,FIFA World Cup 2022,True
4075,2022-11-29,QAT,NED,0:2,,FIFA World Cup 2022,False
4076,2022-11-29,IRN,USA,0:1,,FIFA World Cup 2022,True
4077,2022-11-29,WAL,ENG,0:3,,FIFA World Cup 2022,True
4078,2022-11-30,POL,ARG,0:2,,FIFA World Cup 2022,True
4079,2022-11-30,KSA,MEX,1:2,,FIFA World Cup 2022,True
4080,2022-11-30,AUS,DEN,1:0,,FIFA World Cup 2022,True
4081,2022-11-30,TUN,FRA,1:0,,FIFA World Cup 2022,True
4082,2022-12-01,CAN,MAR,1:2,,FIFA World Cup 2022,True
4083,2022-12-01,CRO,BEL,0:0,,FIFA World Cup 2022,True
4084,2022-12-01,CRC,GER,2:4,,FIFA World Cup 2022,True
4085,2022-12-01,JPN,ESP,2:1,,FIFA World Cup 2022,True
4086,2022-12-02,CMR,BRA,1:0,,FIFA World Cup 2022,True
4087,2022-12-02,SRB,SUI,2:3,,FIFA World Cup 2022,True
4088,2022-12-02,GHA,URU,0:2,,FIFA World Cup 2022,True
4089,2022-12-02,KOR,POR,2:1,,FIFA World Cup 2022,True
4090,2022-12-03,ARG,AUS,2:1,,FIFA World Cup 2022,True
4091,2022-12-03,NED,USA,3:1,,FIFA World Cup 2022,True
4092,2022-12-04,ENG,SEN,3:0,,FIFA World Cup 2022,True
4093,2022-12-04,FRA,POL,3:1,,FIFA World Cup 2022,True
4094,2022-12-05,BRA,KOR,4:1,,FIFA World Cup 2022,True
4095,2022-12-05,JPN,CRO,1:1 a.e.t.,1:3,FIFA World Cup 2022,True
4096,2022-12-06,POR,SUI,6:1,,FIFA World Cup 2022,True
4097,2022-12-06,MAR,ESP,0:0 a.e.t.,3:0,FIFA World Cup 2022,True
4098,2022-12-09,CRO,BRA,1:1 a.e.t.,4:2,FIFA World Cup 2022,True
4099,2022-12-09,NED,ARG,2:2 a.e.t.,3:4,FIFA World Cup 2022,True
4100,2022-12-09,MAS,CAM,4:0,,Friendly 2022,False
4101,2022-12-10,ENG,FRA,1:2,,FIFA World Cup 2022,True
4102,2022-12-10,MAR,POR,1:0,,FIFA World Cup 2022,True
