index,date,home_team,away_team,result,pso,competition,neutral_pitch
3336,2022-03-25,LUX,NIR,1:3,,Friendly 2022,False
3337,2022-03-25,ROU,GRE,0:1,,Friendly 2022,False
3338,2022-03-25,NOR,SVK,2:0,,Friendly 2022,False
3339,2022-03-25,SMR,LTU,1:2,,Friendly 2022,False
3340,2022-03-25,CGO,ZAM,1:3,,Friendly 2022,True
3341,2022-03-25,MLT,AZE,1:0,,Friendly 2022,False
3342,2022-03-25,COM,ETH,2:1,,Friendly 2022,False
3343,2022-03-25,FRA,CIV,2:1,,Friendly 2022,False
3344,2022-03-25,AND,SKN,1:0,,Friendly 2022,False
3345,2022-03-25,BIH,GEO,0:1,,Friendly 2022,False
3346,2022-03-25,COD,MAR,1:1,,FIFA World Cup 2022 Q,False
3347,2022-03-25,EGY,SEN,1:0,,FIFA World Cup 2022 Q,False
3348,2022-03-25,GHA,NGA,0:0,,FIFA World Cup 2022 Q,False
3349,2022-03-25,CMR,ALG,0:1,,FIFA World Cup 2022 Q,False
3350,2022-03-25,ARG,VEN,3:0,,FIFA World Cup 2022 Q,False
3351,2022-03-25,UGA,TJK,1:1,5:4,Friendly 2022,True
3352,2022-03-25,UZB,KGZ,3:1,,Friendly 2022,False
3353,2022-03-25,MLI,TUN,0:1,,FIFA World Cup 2022 Q,False
3354,2022-03-26,GER,ISR,2:0,,Friendly 2022,False
3355,2022-03-26,ESP,ALB,2:1,,Friendly 2022,False
3356,2022-03-26,IRL,BEL,2:2,,Friendly 2022,False
3357,2022-03-26,QAT,BUL,2:1,,Friendly 2022,False
3358,2022-03-26,NED,DEN,4:2,,Friendly 2022,False
3359,2022-03-26,GIB,FRO,0:0,,Friendly 2022,False
3360,2022-03-26,ISL,FIN,1:1,,Friendly 2022,False
3361,2022-03-26,BLR,IND,3:0,,Friendly 2022,True
3362,2022-03-26,CRO,SVN,1:1,,Friendly 2022,True
3363,2022-03-26,CTA,SDN,0:0,,Friendly 2022,True
3364,2022-03-26,SIN,MAS,2:1,,Friendly 2022,False
3365,2022-03-26,MTN,MOZ,2:1,,Friendly 2022,False
3366,2022-03-26,LBY,NIG,2:1,,Friendly 2022,True
3367,2022-03-26,ENG,SUI,2:1,,Friendly 2022,False
3368,2022-03-27,NZL,TAH,1:0,,FIFA World Cup 2022 Q,True
3369,2022-03-27,THA,SUR,1:0,,Friendly 2022,False
3370,2022-03-27,LAO,BRU,3:2,,Friendly 2022,False
3371,2022-03-27,GUA,HAI,2:1,,Friendly 2022,True
3372,2022-03-27,SOL,PNG,3:2,,FIFA World Cup 2022 Q,True
3373,2022-03-27,USA,PAN,5:1,,FIFA World Cup 2022 Q,False
3374,2022-03-27,BLZ,CUB,0:3,,Friendly 2022,False
3375,2022-03-27,SLV,CRC,1:2,,FIFA World Cup 2022 Q,False
3376,2022-03-27,CAN,JAM,4:0,,FIFA World Cup 2022 Q,False
3377,2022-03-27,SSD,DJI,1:0,,CAF Nations Cup 2023 Q,True
3378,2022-03-27,MRI,STP,3:3,,CAF Nations Cup 2023 Q,False
3379,2022-03-27,LES,SEY,3:1,,CAF Nations Cup 2023 Q,True
3380,2022-03-27,SWZ,SOM,2:1,,CAF Nations Cup 2023 Q,True
3381,2022-03-27,HON,MEX,0:1,,FIFA World Cup 2022 Q,False
3382,2022-03-28,AND,GRN,1:0,,Friendly 2022,False
3383,2022-03-28,CPV,SMR,2:0,,Friendly 2022,True
3384,2022-03-28,FIJ,VAN,2:1,,Friendly 2022,True
3385,2022-03-28,MNE,GRE,1:0,,Friendly 2022,False
3386,2022-03-29,FRA,RSA,5:0,,Friendly 2022,False
3387,2022-03-29,FIN,SVK,0:2,,Friendly 2022,True
3388,2022-03-29,ENG,CIV,3:0,,Friendly 2022,False
3389,2022-03-29,DEN,SRB,3:0,,Friendly 2022,False
3390,2022-03-29,BEL,BFA,3:0,,Friendly 2022,False
3391,2022-03-29,CGO,SLE,1:2,,Friendly 2022,True
3392,2022-03-29,BDI,LBR,2:1,,Friendly 2022,True
3393,2022-03-29,BIH,LUX,1:0,,Friendly 2022,False
3394,2022-03-29,ISR,ROU,2:2,,Friendly 2022,False
3395,2022-03-29,BAN,MNG,0:0,,Friendly 2022,False
3396,2022-03-29,CRO,BUL,2:1,,Friendly 2022,True
3397,2022-03-29,LIE,FRO,0:1,,Friendly 2022,True
3398,2022-03-29,QAT,SVN,0:0,,Friendly 2022,False
3399,2022-03-29,MLT,KUW,2:0,,Friendly 2022,False
3400,2022-03-29,NED,GER,1:1,,Friendly 2022,False
3401,2022-03-29,NIR,HUN,0:1,,Friendly 2022,False
3402,2022-03-29,NOR,ARM,9:0,,Friendly 2022,False
3403,2022-03-29,IRL,LTU,1:0,,Friendly 2022,False
3404,2022-03-29,ESP,ISL,5:0,,Friendly 2022,False
3405,2022-03-29,SUI,KOS,1:1,,Friendly 2022,False
3406,2022-03-29,TOG,BEN,1:1,,Friendly 2022,True
3407,2022-03-29,TUR,ITA,2:3,,Friendly 2022,False
3408,2022-03-29,WAL,CZE,1:1,,Friendly 2022,False
3409,2022-03-29,CYP,EST,2:0,,UEFA Nations League 2021,False
3410,2022-03-29,BHR,BLR,0:1,,Friendly 2022,False
3411,2022-03-29,KAZ,MDA,0:1 a.e.t.,5:4,UEFA Nations League 2021,False
3412,2022-03-29,AZE,LVA,0:1,,Friendly 2022,True
3413,2022-03-29,BOL,BRA,0:4,,FIFA World Cup 2022 Q,False
3414,2022-03-29,ALB,GEO,0:0,,Friendly 2022,False
3415,2022-03-29,GAM,CHA,2:2,,CAF Nations Cup 2023 Q,True
3416,2022-03-29,IRN,LIB,2:0,,FIFA World Cup 2022 Q,False
3417,2022-03-29,SYR,IRQ,1:1,,FIFA World Cup 2022 Q,True
3418,2022-03-29,UAE,KOR,1:0,,FIFA World Cup 2022 Q,False
3419,2022-03-29,JPN,VIE,1:1,,FIFA World Cup 2022 Q,False
3420,2022-03-29,AUT,SCO,2:2,,Friendly 2022,False
3421,2022-03-29,KSA,AUS,1:0,,FIFA World Cup 2022 Q,False
3422,2022-03-29,ALG,CMR,1:2 a.e.t.,,FIFA World Cup 2022 Q,False
3423,2022-03-29,MAR,COD,4:1,,FIFA World Cup 2022 Q,False
3424,2022-03-29,NGA,GHA,1:1,,FIFA World Cup 2022 Q,False
3425,2022-03-29,SEN,EGY,1:0 a.e.t.,3:1,FIFA World Cup 2022 Q,False
3426,2022-03-29,TUN,MLI,0:0,,FIFA World Cup 2022 Q,False
3427,2022-03-29,OMA,CHN,2:0,,FIFA World Cup 2022 Q,False
3428,2022-03-29,ECU,ARG,1:1,,FIFA World Cup 2022 Q,False
3429,2022-03-29,PER,PAR,2:0,,FIFA World Cup 2022 Q,False
3430,2022-03-29,VEN,COL,0:1,,FIFA World Cup 2022 Q,False
3431,2022-03-29,POL,SWE,2:0,,FIFA World Cup 2022 Q,False
3432,2022-03-29,POR,MKD,2:0,,FIFA World Cup 2022 Q,False
3433,2022-03-29,MTN,LBY,2:0,,Friendly 2022,False
3434,2022-03-29,UZB,UGA,4:2,,Friendly 2022,False
3435,2022-03-29,TJK,KGZ,1:0,,Friendly 2022,True
3436,2022-03-29,SIN,PHI,2:0,,Friendly 2022,False
3437,2022-03-29,TAN,SDN,1:1,,Friendly 2022,False
3438,2022-03-29,TRI,GUY,1:1,,Friendly 2022,False
3439,2022-03-29,CHI,URU,0:2,,FIFA World Cup 2022 Q,False
3440,2022-03-30,SOL,NZL,0:5,,FIFA World Cup 2022 Q,True
3441,2022-03-30,PAN,CAN,1:0,,FIFA World Cup 2022 Q,False
3442,2022-03-30,CRC,USA,2:0,,FIFA World Cup 2022 Q,False
3443,2022-03-30,JAM,HON,2:1,,FIFA World Cup 2022 Q,False
3444,2022-03-30,MEX,SLV,2:0,,FIFA World Cup 2022 Q,False
3445,2022-04-24,SLV,GUA,0:4,,Friendly 2022,True
3446,2022-04-27,MEX,GUA,0:3,,Friendly 2022,True
3447,2022-05-01,PAN,SLV,2:3,,Friendly 2022,True
3448,2022-05-12,DMA,VIN,2:1,,Friendly 2022,False
3449,2022-05-15,DMA,VIN,3:1,,Friendly 2022,False
3450,2022-05-27,MAS,BRU,4:0,,Friendly 2022,False
3451,2022-05-27,BHR,MYA,2:0,,Friendly 2022,True
3452,2022-05-27,THA,TKM,1:0,,Friendly 2022,False
3453,2022-05-28,IND,JOR,0:2,,Friendly 2022,True
3454,2022-05-28,ETH,LES,1:1,,Friendly 2022,True
3455,2022-05-28,MEX,NGA,2:1,,Friendly 2022,True
3456,2022-05-29,UAE,GAM,1:1,,Friendly 2022,False
3457,2022-05-30,ETH,LES,1:1,,Friendly 2022,False
3458,2022-05-31,THA,BHR,1:2,,Friendly 2022,False
3459,2022-06-01,ANG,CTA,2:1,,CAF Nations Cup 2023 Q,False
3460,2022-06-01,POL,WAL,2:1,,UEFA Nations League 2023,False
3461,2022-06-01,USA,MAR,3:0,,Friendly 2022,False
3462,2022-06-01,SIN,KUW,0:2,,Friendly 2022,True
3463,2022-06-01,MLT,VEN,0:1,,Friendly 2022,False
3464,2022-06-01,MAS,HKG,2:0,,Friendly 2022,False
3465,2022-06-01,VIE,AFG,2:0,,Friendly 2022,False
3466,2022-06-01,AUS,JOR,2:1,,Friendly 2022,True
3467,2022-06-01,ITA,ARG,0:3,,Friendly 2022,True
3468,2022-06-01,SCO,UKR,1:3,,FIFA World Cup 2022 Q,False
3469,2022-06-01,LBY,BOT,1:0,,CAF Nations Cup 2023 Q,False
3470,2022-06-01,GHA,MAD,3:0,,CAF Nations Cup 2023 Q,False
3471,2022-06-01,IDN,BAN,0:0,,Friendly 2022,False
3472,2022-06-02,ESP,POR,1:1,,UEFA Nations League 2023,False
3473,2022-06-02,EST,SMR,2:0,,UEFA Nations League 2023,False
3474,2022-06-02,GEO,GIB,4:0,,UEFA Nations League 2023,False
3475,2022-06-02,BUL,MKD,1:1,,UEFA Nations League 2023,False
3476,2022-06-02,NIR,GRE,0:1,,UEFA Nations League 2023,False
3477,2022-06-02,CYP,KOS,0:2,,UEFA Nations League 2023,False
3478,2022-06-02,SVN,SWE,0:2,,UEFA Nations League 2023,False
3479,2022-06-02,SRB,NOR,0:1,,UEFA Nations League 2023,False
3480,2022-06-02,ISR,ISL,2:2,,UEFA Nations League 2023,False
3481,2022-06-02,CZE,SUI,2:1,,UEFA Nations League 2023,False
3482,2022-06-02,ECU,NGA,1:0,,Friendly 2022,True
3483,2022-06-02,KOR,BRA,1:5,,Friendly 2022,False
3484,2022-06-02,TUN,EQG,4:0,,CAF Nations Cup 2023 Q,False
3485,2022-06-02,MEX,URU,0:3,,Friendly 2022,True
3486,2022-06-02,PAN,CRC,2:0,,CONCACAF Nations League 2023,False
3487,2022-06-02,BRB,ATG,0:1,,CONCACAF Nations League 2023,True
3488,2022-06-02,MOZ,RWA,1:1,,CAF Nations Cup 2023 Q,True
3489,2022-06-02,AIA,DMA,0:0,,CONCACAF Nations League 2023,False
3490,2022-06-02,CAM,TLS,2:1,,Friendly 2022,False
3491,2022-06-02,JPN,PAR,4:1,,Friendly 2022,False
3492,2022-06-02,BLZ,DOM,0:2,,CONCACAF Nations League 2023,False
3493,2022-06-03,CRO,AUT,0:3,,UEFA Nations League 2023,False
3494,2022-06-03,LVA,AND,3:0,,UEFA Nations League 2023,False
3495,2022-06-03,KAZ,AZE,2:0,,UEFA Nations League 2023,False
3496,2022-06-03,BLR,SVK,0:1,,UEFA Nations League 2023,True
3497,2022-06-03,BEL,NED,1:4,,UEFA Nations League 2023,False
3498,2022-06-03,FRA,DEN,1:2,,UEFA Nations League 2023,False
3499,2022-06-03,VGB,CAY,1:1,,CONCACAF Nations League 2023,False
3500,2022-06-03,LIE,MDA,0:2,,UEFA Nations League 2023,False
3501,2022-06-03,BAH,VIN,1:0,,CONCACAF Nations League 2023,False
3502,2022-06-03,CUW,HON,0:1,,CONCACAF Nations League 2023,False
3503,2022-06-03,CIV,ZAM,3:1,,CAF Nations Cup 2023 Q,False
3504,2022-06-03,COM,LES,2:0,,CAF Nations Cup 2023 Q,False
3505,2022-06-03,TOG,SWZ,2:2,,CAF Nations Cup 2023 Q,False
3506,2022-06-03,BFA,CPV,2:0,,CAF Nations Cup 2023 Q,True
3507,2022-06-03,NCA,TRI,2:1,,CONCACAF Nations League 2023,False
3508,2022-06-04,TUR,FRO,4:0,,UEFA Nations League 2023,False
3509,2022-06-04,LTU,LUX,0:2,,UEFA Nations League 2023,False
3510,2022-06-04,MNE,ROU,2:0,,UEFA Nations League 2023,False
3511,2022-06-04,FIN,BIH,1:1,,UEFA Nations League 2023,False
3512,2022-06-04,ARM,IRL,1:0,,UEFA Nations League 2023,False
3513,2022-06-04,ITA,GER,1:1,,UEFA Nations League 2023,False
3514,2022-06-04,HUN,ENG,1:0,,UEFA Nations League 2023,False
3515,2022-06-04,BER,HAI,0:0,,CONCACAF Nations League 2023,False
3516,2022-06-04,SLV,GRN,3:1,,CONCACAF Nations League 2023,False
3517,2022-06-04,MSR,GUY,1:2,,CONCACAF Nations League 2023,True
3518,2022-06-04,SEN,BEN,3:1,,CAF Nations Cup 2023 Q,False
3519,2022-06-04,MTN,SDN,3:0,,CAF Nations Cup 2023 Q,False
3520,2022-06-04,COD,GAB,0:1,,CAF Nations Cup 2023 Q,False
3521,2022-06-04,MLI,CGO,4:0,,CAF Nations Cup 2023 Q,False
3522,2022-06-04,GAM,SSD,1:0,,CAF Nations Cup 2023 Q,True
3523,2022-06-04,NIG,TAN,1:1,,CAF Nations Cup 2023 Q,True
3524,2022-06-04,ALG,UGA,2:0,,CAF Nations Cup 2023 Q,False
3525,2022-06-04,NAM,BDI,1:1,,CAF Nations Cup 2023 Q,True
3526,2022-06-04,SUR,JAM,1:1,,CONCACAF Nations League 2023,False
3527,2022-06-05,CZE,ESP,2:2,,UEFA Nations League 2023,False
3528,2022-06-05,POR,SUI,4:0,,UEFA Nations League 2023,False
3529,2022-06-05,SRB,SVN,4:1,,UEFA Nations League 2023,False
3530,2022-06-05,SWE,NOR,1:2,,UEFA Nations League 2023,False
3531,2022-06-05,GIB,MKD,0:2,,UEFA Nations League 2023,False
3532,2022-06-05,KOS,GRE,0:1,,UEFA Nations League 2023,False
3533,2022-06-05,BUL,GEO,2:5,,UEFA Nations League 2023,False
3534,2022-06-05,SMR,MLT,0:2,,UEFA Nations League 2023,False
3535,2022-06-05,PER,NZL,1:0,,Friendly 2022,True
3536,2022-06-05,CYP,NIR,0:0,,UEFA Nations League 2023,False
3537,2022-06-05,MEX,ECU,0:0,,Friendly 2022,True
3538,2022-06-05,MWI,ETH,2:1,,CAF Nations Cup 2023 Q,False
3539,2022-06-05,ARG,EST,5:0,,Friendly 2022,True
3540,2022-06-05,COL,KSA,1:0,,Friendly 2022,True
3541,2022-06-05,CTA,GHA,1:1,,CAF Nations Cup 2023 Q,True
3542,2022-06-05,MAD,ANG,1:1,,CAF Nations Cup 2023 Q,False
3543,2022-06-05,BOT,TUN,0:0,,CAF Nations Cup 2023 Q,False
3544,2022-06-05,EGY,GUI,1:0,,CAF Nations Cup 2023 Q,False
3545,2022-06-05,GUA,BLZ,2:0,,CONCACAF Nations League 2023,False
3546,2022-06-05,DMA,AIA,1:1,,CONCACAF Nations League 2023,True
3547,2022-06-05,WAL,UKR,1:0,,FIFA World Cup 2022 Q,False
3548,2022-06-05,CUB,BRB,3:0,,CONCACAF Nations League 2023,False
3549,2022-06-06,CRO,FRA,1:1,,UEFA Nations League 2023,False
3550,2022-06-06,LVA,LIE,1:0,,UEFA Nations League 2023,False
3551,2022-06-06,AND,MDA,0:0,,UEFA Nations League 2023,False
3552,2022-06-06,SVK,KAZ,0:1,,UEFA Nations League 2023,False
3553,2022-06-06,BLR,AZE,0:0,,UEFA Nations League 2023,True
3554,2022-06-06,ALB,ISL,1:1,,UEFA Nations League 2023,False
3555,2022-06-06,AUT,DEN,1:2,,UEFA Nations League 2023,False
3556,2022-06-06,JPN,BRA,0:1,,Friendly 2022,False
3557,2022-06-06,CAY,VGB,1:1,,CONCACAF Nations League 2023,False
3558,2022-06-06,VIR,TCA,3:2,,CONCACAF Nations League 2023,False
3559,2022-06-06,TRI,BAH,1:0,,CONCACAF Nations League 2023,False
3560,2022-06-06,VIN,NCA,2:2,,CONCACAF Nations League 2023,False
3561,2022-06-06,HON,CUW,1:2,,CONCACAF Nations League 2023,False
3562,2022-06-06,EQG,LBY,2:0,,CAF Nations Cup 2023 Q,False
3563,2022-06-06,KOR,CHI,2:0,,Friendly 2022,False
3564,2022-06-07,GER,ENG,1:1,,UEFA Nations League 2023,False
3565,2022-06-07,LTU,TUR,0:6,,UEFA Nations League 2023,False
3566,2022-06-07,FRO,LUX,0:1,,UEFA Nations League 2023,False
3567,2022-06-07,FIN,MNE,2:0,,UEFA Nations League 2023,False
3568,2022-06-07,BIH,ROU,1:0,,UEFA Nations League 2023,False
3569,2022-06-07,ITA,HUN,2:1,,UEFA Nations League 2023,False
3570,2022-06-07,UAE,AUS,1:2,,FIFA World Cup 2022 Q,True
3571,2022-06-07,GRN,SLV,2:2,,CONCACAF Nations League 2023,False
3572,2022-06-07,GUY,BER,2:1,,CONCACAF Nations League 2023,False
3573,2022-06-07,JAM,SUR,3:1,,CONCACAF Nations League 2023,False
3574,2022-06-07,SEN,RWA,1:0,,CAF Nations Cup 2023 Q,False
3575,2022-06-07,ZAM,COM,2:1,,CAF Nations Cup 2023 Q,False
3576,2022-06-07,SWZ,BFA,1:3,,CAF Nations Cup 2023 Q,True
3577,2022-06-07,CPV,TOG,2:0,,CAF Nations Cup 2023 Q,True
3578,2022-06-07,HAI,MSR,3:2,,CONCACAF Nations League 2023,True
3579,2022-06-08,UGA,NIG,1:1,,CAF Nations Cup 2023 Q,False
3580,2022-06-08,GAB,MTN,0:0,,CAF Nations Cup 2023 Q,False
3581,2022-06-08,CGO,GAM,1:0,,CAF Nations Cup 2023 Q,False
3582,2022-06-08,SDN,COD,2:1,,CAF Nations Cup 2023 Q,False
3583,2022-06-08,SCO,ARM,2:0,,UEFA Nations League 2023,False
3584,2022-06-08,BEL,POL,6:1,,UEFA Nations League 2023,False
3585,2022-06-08,WAL,NED,1:2,,UEFA Nations League 2023,False
3586,2022-06-08,IRL,UKR,0:1,,UEFA Nations League 2023,False
3587,2022-06-08,TAN,ALG,0:2,,CAF Nations Cup 2023 Q,False
3588,2022-06-08,BEN,MOZ,0:1,,CAF Nations Cup 2023 Q,False
3589,2022-06-08,TJK,MYA,4:0,,AFC Nations Cup 2023 Q,True
3590,2022-06-08,UZB,SRI,3:0,,AFC Nations Cup 2023 Q,False
3591,2022-06-08,MAS,TKM,3:1,,AFC Nations Cup 2023 Q,False
3592,2022-06-08,BHR,BAN,2:0,,AFC Nations Cup 2023 Q,True
3593,2022-06-08,IND,CAM,2:0,,AFC Nations Cup 2023 Q,False
3594,2022-06-08,HKG,AFG,2:1,,AFC Nations Cup 2023 Q,True
3595,2022-06-08,THA,MDV,3:0,,AFC Nations Cup 2023 Q,True
3596,2022-06-08,PHI,YEM,0:0,,AFC Nations Cup 2023 Q,True
3597,2022-06-08,MNG,PLE,0:1,,AFC Nations Cup 2023 Q,False
3598,2022-06-08,KUW,IDN,1:2,,AFC Nations Cup 2023 Q,False
3599,2022-06-08,KGZ,SIN,2:1,,AFC Nations Cup 2023 Q,False
3600,2022-06-08,JOR,NEP,2:0,,AFC Nations Cup 2023 Q,True
3601,2022-06-09,VEN,KSA,1:0,,Friendly 2022,True
3602,2022-06-09,POR,CZE,2:0,,UEFA Nations League 2023,False
3603,2022-06-09,SUI,ESP,0:1,,UEFA Nations League 2023,False
3604,2022-06-09,NOR,SVN,0:0,,UEFA Nations League 2023,False
3605,2022-06-09,SWE,SRB,0:1,,UEFA Nations League 2023,False
3606,2022-06-09,MKD,GEO,0:3,,UEFA Nations League 2023,False
3607,2022-06-09,KOS,NIR,3:2,,UEFA Nations League 2023,False
3608,2022-06-09,GIB,BUL,1:1,,UEFA Nations League 2023,False
3609,2022-06-09,MLT,EST,1:2,,UEFA Nations League 2023,False
3610,2022-06-09,SMR,ISL,0:1,,Friendly 2022,False
3611,2022-06-09,GRE,CYP,3:0,,UEFA Nations League 2023,False
3612,2022-06-09,OMA,NZL,0:0,,Friendly 2022,True
3613,2022-06-09,ETH,EGY,2:0,,CAF Nations Cup 2023 Q,True
3614,2022-06-09,DMA,LCA,0:1,,CONCACAF Nations League 2023,False
3615,2022-06-09,CAY,PUR,0:3,,CONCACAF Nations League 2023,False
3616,2022-06-09,GNB,STP,5:1,,CAF Nations Cup 2023 Q,True
3617,2022-06-09,BDI,CMR,0:1,,CAF Nations Cup 2023 Q,True
3618,2022-06-09,GUI,MWI,1:0,,CAF Nations Cup 2023 Q,False
3619,2022-06-09,SSD,MLI,1:3,,CAF Nations Cup 2023 Q,True
3620,2022-06-09,NGA,SLE,2:1,,CAF Nations Cup 2023 Q,False
3621,2022-06-09,MAR,RSA,2:1,,CAF Nations Cup 2023 Q,False
3622,2022-06-09,CAN,CUW,4:0,,CONCACAF Nations League 2023,False
3623,2022-06-09,ATG,CUB,0:2,,CONCACAF Nations League 2023,True
3624,2022-06-09,ARU,SKN,2:3,,CONCACAF Nations League 2023,True
3625,2022-06-09,LES,CIV,0:0,,CAF Nations Cup 2023 Q,True
3626,2022-06-10,DEN,CRO,0:1,,UEFA Nations League 2023,False
3627,2022-06-10,MDA,LVA,2:4,,UEFA Nations League 2023,False
3628,2022-06-10,AND,LIE,2:1,,UEFA Nations League 2023,False
3629,2022-06-10,BLR,KAZ,1:1,,UEFA Nations League 2023,True
3630,2022-06-10,AZE,SVK,0:1,,UEFA Nations League 2023,False
3631,2022-06-10,ALB,ISR,1:2,,UEFA Nations League 2023,False
3632,2022-06-10,AUT,FRA,1:1,,UEFA Nations League 2023,False
3633,2022-06-10,DOM,GUA,1:1,,CONCACAF Nations League 2023,False
3634,2022-06-10,JPN,GHA,4:1,,Friendly 2022,False
3635,2022-06-10,CHI,TUN,0:2,,Friendly 2022,True
3636,2022-06-10,VIN,TRI,0:2,,CONCACAF Nations League 2023,False
3637,2022-06-10,BAH,NCA,0:2,,CONCACAF Nations League 2023,False
3638,2022-06-10,USA,GRN,5:0,,CONCACAF Nations League 2023,False
3639,2022-06-10,KOR,PAR,2:2,,Friendly 2022,False
3640,2022-06-11,WAL,BEL,1:1,,UEFA Nations League 2023,False
3641,2022-06-11,ENG,ITA,0:0,,UEFA Nations League 2023,False
3642,2022-06-11,HUN,GER,1:1,,UEFA Nations League 2023,False
3643,2022-06-11,NED,POL,2:2,,UEFA Nations League 2023,False
3644,2022-06-11,IRL,SCO,3:0,,UEFA Nations League 2023,False
3645,2022-06-11,MSR,BER,3:2,,CONCACAF Nations League 2023,True
3646,2022-06-11,MNE,BIH,1:1,,UEFA Nations League 2023,False
3647,2022-06-11,ROU,FIN,1:0,,UEFA Nations League 2023,False
3648,2022-06-11,FRO,LTU,2:1,,UEFA Nations League 2023,False
3649,2022-06-11,LUX,TUR,0:2,,UEFA Nations League 2023,False
3650,2022-06-11,UKR,ARM,3:0,,UEFA Nations League 2023,True
3651,2022-06-11,GUY,HAI,2:6,,CONCACAF Nations League 2023,False
3652,2022-06-11,ECU,CPV,1:0,,Friendly 2022,True
3653,2022-06-11,SIN,TJK,0:1,,AFC Nations Cup 2023 Q,True
3654,2022-06-11,JOR,IDN,1:0,,AFC Nations Cup 2023 Q,True
3655,2022-06-11,KUW,NEP,4:1,,AFC Nations Cup 2023 Q,False
3656,2022-06-11,MNG,PHI,0:1,,AFC Nations Cup 2023 Q,False
3657,2022-06-11,THA,SRI,2:0,,AFC Nations Cup 2023 Q,True
3658,2022-06-11,UZB,MDV,4:0,,AFC Nations Cup 2023 Q,False
3659,2022-06-11,YEM,PLE,0:5,,AFC Nations Cup 2023 Q,True
3660,2022-06-11,IND,AFG,2:1,,AFC Nations Cup 2023 Q,False
3661,2022-06-11,MAS,BHR,1:2,,AFC Nations Cup 2023 Q,False
3662,2022-06-11,TKM,BAN,2:1,,AFC Nations Cup 2023 Q,True
3663,2022-06-11,MEX,SUR,3:0,,CONCACAF Nations League 2023,False
3664,2022-06-11,KGZ,MYA,2:0,,AFC Nations Cup 2023 Q,False
3665,2022-06-11,CAM,HKG,0:3,,AFC Nations Cup 2023 Q,True
3666,2022-06-12,GRE,KOS,2:0,,UEFA Nations League 2023,False
3667,2022-06-12,MLT,SMR,1:0,,UEFA Nations League 2023,False
3668,2022-06-12,MKD,GIB,4:0,,UEFA Nations League 2023,False
3669,2022-06-12,GEO,BUL,0:0,,UEFA Nations League 2023,False
3670,2022-06-12,NIR,CYP,2:2,,UEFA Nations League 2023,False
3671,2022-06-12,SVN,SRB,2:2,,UEFA Nations League 2023,False
3672,2022-06-12,ALG,IRN,2:1,,Friendly 2022,True
3673,2022-06-12,SUI,POR,1:0,,UEFA Nations League 2023,False
3674,2022-06-12,ESP,CZE,2:0,,UEFA Nations League 2023,False
3675,2022-06-12,PUR,VGB,6:0,,CONCACAF Nations League 2023,False
3676,2022-06-12,LCA,AIA,2:0,,CONCACAF Nations League 2023,False
3677,2022-06-12,CUB,ATG,3:1,,CONCACAF Nations League 2023,False
3678,2022-06-12,NOR,SWE,3:2,,UEFA Nations League 2023,False
3679,2022-06-13,ALB,EST,0:0,,Friendly 2022,False
3680,2022-06-13,KAZ,SVK,2:1,,UEFA Nations League 2023,False
3681,2022-06-13,AZE,BLR,2:0,,UEFA Nations League 2023,False
3682,2022-06-13,ISL,ISR,2:2,,UEFA Nations League 2023,False
3683,2022-06-13,FRA,CRO,0:1,,UEFA Nations League 2023,False
3684,2022-06-13,DEN,AUT,2:0,,UEFA Nations League 2023,False
3685,2022-06-13,PER,AUS,0:0 a.e.t.,4:5,FIFA World Cup 2022 Q,False
3686,2022-06-13,SLE,GNB,2:2,,CAF Nations Cup 2023 Q,True
3687,2022-06-13,TRI,VIN,4:1,,CONCACAF Nations League 2023,False
3688,2022-06-13,NCA,BAH,4:0,,CONCACAF Nations League 2023,False
3689,2022-06-13,HON,CAN,2:1,,CONCACAF Nations League 2023,False
3690,2022-06-13,MAR,LBR,2:0,,CAF Nations Cup 2023 Q,False
3691,2022-06-13,STP,NGA,0:10,,CAF Nations Cup 2023 Q,True
3692,2022-06-13,GUA,DOM,2:0,,CONCACAF Nations League 2023,False
3693,2022-06-14,JPN,TUN,0:3,,Friendly 2022,False
3694,2022-06-14,KOR,EGY,4:1,,Friendly 2022,False
3695,2022-06-14,ENG,HUN,0:4,,UEFA Nations League 2023,False
3696,2022-06-14,GER,ITA,5:2,,UEFA Nations League 2023,False
3697,2022-06-14,NED,WAL,3:2,,UEFA Nations League 2023,False
3698,2022-06-14,POL,BEL,0:1,,UEFA Nations League 2023,False
3699,2022-06-14,ARM,SCO,1:4,,UEFA Nations League 2023,False
3700,2022-06-14,ROU,MNE,0:3,,UEFA Nations League 2023,False
3701,2022-06-14,BIH,FIN,3:2,,UEFA Nations League 2023,False
3702,2022-06-14,LUX,FRO,2:2,,UEFA Nations League 2023,False
3703,2022-06-14,TUR,LTU,2:0,,UEFA Nations League 2023,False
3704,2022-06-14,LIE,LVA,0:2,,UEFA Nations League 2023,False
3705,2022-06-14,MDA,AND,2:1,,UEFA Nations League 2023,False
3706,2022-06-14,CHI,GHA,0:0,1:3,Friendly 2022,True
3707,2022-06-14,UKR,IRL,1:1,,UEFA Nations League 2023,True
3708,2022-06-14,CRC,NZL,1:0,,FIFA World Cup 2022 Q,True
3709,2022-06-14,BHR,TKM,1:0,,AFC Nations Cup 2023 Q,True
3710,2022-06-14,HAI,GUY,6:0,,CONCACAF Nations League 2023,True
3711,2022-06-14,IDN,NEP,7:0,,AFC Nations Cup 2023 Q,True
